Datetime,Adj_Close,Close,High,Low,Open,Volume
2025-09-15 09:15:00+05:30,25091.4,25091.4,25137.45,25090.45,25125.05,0.0
2025-09-15 09:20:00+05:30,25097.75,25097.75,25100.3,25085.3,25091.05,0.0
2025-09-15 09:25:00+05:30,25113.25,25113.25,25122.15,25097.25,25097.7,0.0
2025-09-15 09:30:00+05:30,25087.0,25087.0,25114.3,25081.95,25114.3,0.0
2025-09-15 09:35:00+05:30,25087.1,25087.1,25092.3,25082.35,25086.3,0.0
2025-09-15 09:40:00+05:30,25090.45,25090.45,25094.25,25086.2,25087.55,0.0
2025-09-15 09:45:00+05:30,25100.25,25100.25,25102.4,25089.55,25091.2,0.0
2025-09-15 09:50:00+05:30,25106.75,25106.75,25111.95,25099.8,25100.25,0.0
2025-09-15 09:55:00+05:30,25094.9,25094.9,25107.9,25094.8,25106.7,0.0
2025-09-15 10:00:00+05:30,25089.55,25089.55,25097.75,25085.8,25095.05,0.0
2025-09-15 10:05:00+05:30,25074.3,25074.3,25090.05,25073.0,25090.05,0.0
2025-09-15 10:10:00+05:30,25084.75,25084.75,25086.05,25070.0,25074.4,0.0
2025-09-15 10:15:00+05:30,25086.4,25086.4,25088.2,25080.5,25085.1,0.0
2025-09-15 10:20:00+05:30,25091.25,25091.25,25092.1,25085.6,25086.65,0.0
2025-09-15 10:25:00+05:30,25087.95,25087.95,25095.25,25087.95,25091.15,0.0
2025-09-15 10:30:00+05:30,25095.85,25095.85,25099.8,25087.9,25087.9,0.0
2025-09-15 10:35:00+05:30,25097.45,25097.45,25102.75,25091.95,25096.1,0.0
2025-09-15 10:40:00+05:30,25077.55,25077.55,25097.0,25076.3,25096.75,0.0
2025-09-15 10:45:00+05:30,25075.4,25075.4,25077.8,25065.1,25077.1,0.0
2025-09-15 10:50:00+05:30,25075.05,25075.05,25079.7,25068.15,25075.5,0.0
2025-09-15 10:55:00+05:30,25077.25,25077.25,25082.75,25072.8,25074.1,0.0
2025-09-15 11:00:00+05:30,25084.75,25084.75,25086.0,25074.5,25077.25,0.0
2025-09-15 11:05:00+05:30,25081.4,25081.4,25090.05,25080.0,25085.0,0.0
2025-09-15 11:10:00+05:30,25075.8,25075.8,25083.85,25075.0,25081.3,0.0
2025-09-15 11:15:00+05:30,25074.95,25074.95,25077.0,25068.75,25075.75,0.0
2025-09-15 11:20:00+05:30,25083.9,25083.9,25084.85,25072.4,25074.15,0.0
2025-09-15 11:25:00+05:30,25087.45,25087.45,25088.55,25081.75,25084.15,0.0
2025-09-15 11:30:00+05:30,25094.4,25094.4,25097.05,25082.25,25088.15,0.0
2025-09-15 11:35:00+05:30,25089.8,25089.8,25095.85,25085.8,25093.85,0.0
2025-09-15 11:40:00+05:30,25084.1,25084.1,25091.15,25081.5,25089.9,0.0
